
# SOURCE: ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE (KNMI)
# 
# STN         LON(east)   LAT(north)  ALT(m)      NAME
# 330         4.122       51.992      11.90       Hoek van Holland
# T         : Temperature (in 0.1 degrees Celsius) at 1.50 m at the time of observation
# Q         : Global radiation (in J/cm2) during the hourly division
  STN,YYYYMMDD,H,T,Q
  330,20180101,    1,   72,    0
  330,20180101,    2,   77,    0
  330,20180101,    3,   76,    0
  330,20180101,    4,   75,    0
  330,20180101,    5,   71,    0
  330,20180101,    6,   68,    0
  330,20180101,    7,   70,    0
  330,20180101,    8,   65,    0
  330,20180101,    9,   65,   11
  330,20180101,   10,   65,   30
  330,20180101,   11,   68,   44
  330,20180101,   12,   69,   38
  330,20180101,   13,   71,   42
  330,20180101,   14,   72,   22
  330,20180101,   15,   70,    7
  330,20180101,   16,   61,    1
  330,20180101,   17,   59,    0
  330,20180101,   18,   53,    0
  330,20180101,   19,   57,    0
  330,20180101,   20,   62,    0
  330,20180101,   21,   60,    0
  330,20180101,   22,   61,    0
  330,20180101,   23,   66,    0
  330,20180101,   24,   63,    0
  330,20180102,    1,   65,    0
  330,20180102,    2,   66,    0
  330,20180102,    3,   66,    0
  330,20180102,    4,   63,    0
  330,20180102,    5,   64,    0
  330,20180102,    6,   64,    0
  330,20180102,    7,   64,    0
  330,20180102,    8,   65,    0
  330,20180102,    9,   61,    7
  330,20180102,   10,   67,   25
  330,20180102,   11,   70,   39
  330,20180102,   12,   72,   49
  330,20180102,   13,   68,   29
  330,20180102,   14,   65,   15
  330,20180102,   15,   67,   12
  330,20180102,   16,   68,    2
  330,20180102,   17,   60,    0
  330,20180102,   18,   60,    0
  330,20180102,   19,   66,    0
  330,20180102,   20,   79,    0
  330,20180102,   21,   90,    0
  330,20180102,   22,   90,    0
  330,20180102,   23,   91,    0
  330,20180102,   24,   90,    0
  330,20180103,    1,   94,    0
  330,20180103,    2,   98,    0
  330,20180103,    3,   97,    0
  330,20180103,    4,   92,    0
  330,20180103,    5,   92,    0
  330,20180103,    6,   59,    0
  330,20180103,    7,   75,    0
  330,20180103,    8,   77,    0
  330,20180103,    9,   80,    8
  330,20180103,   10,   82,   10
  330,20180103,   11,   81,   18
  330,20180103,   12,   84,   20
  330,20180103,   13,   85,   28
  330,20180103,   14,   86,   19
  330,20180103,   15,   85,   16
  330,20180103,   16,   86,    3
  330,20180103,   17,   87,    0
  330,20180103,   18,   88,    0
  330,20180103,   19,   85,    0
  330,20180103,   20,   84,    0
  330,20180103,   21,   82,    0
  330,20180103,   22,   84,    0
  330,20180103,   23,   82,    0
  330,20180103,   24,   81,    0
  330,20180104,    1,   82,    0
  330,20180104,    2,   81,    0
  330,20180104,    3,   80,    0
  330,20180104,    4,   78,    0
  330,20180104,    5,   80,    0
  330,20180104,    6,   80,    0
  330,20180104,    7,   76,    0
  330,20180104,    8,   74,    0
  330,20180104,    9,   75,    2
  330,20180104,   10,   77,   20
  330,20180104,   11,   72,   18
  330,20180104,   12,   75,   25
  330,20180104,   13,   78,    9
  330,20180104,   14,   93,   20
  330,20180104,   15,   95,   11
  330,20180104,   16,   93,    3
  330,20180104,   17,   95,    0
  330,20180104,   18,   97,    0
  330,20180104,   19,   90,    0
  330,20180104,   20,   80,    0
  330,20180104,   21,   75,    0
  330,20180104,   22,   77,    0
  330,20180104,   23,   77,    0
  330,20180104,   24,   80,    0
  330,20180105,    1,   78,    0
  330,20180105,    2,   63,    0
  330,20180105,    3,   56,    0
  330,20180105,    4,   53,    0
  330,20180105,    5,   56,    0
  330,20180105,    6,   62,    0
  330,20180105,    7,   65,    0
  330,20180105,    8,   65,    0
  330,20180105,    9,   69,    5
  330,20180105,   10,   72,   20
  330,20180105,   11,   74,   22
  330,20180105,   12,   78,   21
  330,20180105,   13,   77,   21
  330,20180105,   14,   51,    9
  330,20180105,   15,   60,    8
  330,20180105,   16,   62,    7
  330,20180105,   17,   65,    0
  330,20180105,   18,   62,    0
  330,20180105,   19,   68,    0
  330,20180105,   20,   66,    0
  330,20180105,   21,   69,    0
  330,20180105,   22,   57,    0
  330,20180105,   23,   60,    0
  330,20180105,   24,   61,    0
  330,20180106,    1,   61,    0
  330,20180106,    2,   60,    0
  330,20180106,    3,   62,    0
  330,20180106,    4,   56,    0
  330,20180106,    5,   56,    0
  330,20180106,    6,   45,    0
  330,20180106,    7,   43,    0
  330,20180106,    8,   39,    0
  330,20180106,    9,   36,   10
  330,20180106,   10,   52,   24
  330,20180106,   11,   62,   33
  330,20180106,   12,   71,   41
  330,20180106,   13,   67,   40
  330,20180106,   14,   68,   24
  330,20180106,   15,   63,   16
  330,20180106,   16,   58,    3
  330,20180106,   17,   54,    0
  330,20180106,   18,   50,    0
  330,20180106,   19,   48,    0
  330,20180106,   20,   44,    0
  330,20180106,   21,   41,    0
  330,20180106,   22,   35,    0
  330,20180106,   23,   34,    0
  330,20180106,   24,   29,    0
  330,20180107,    1,   32,    0
  330,20180107,    2,   31,    0
  330,20180107,    3,   20,    0
  330,20180107,    4,   19,    0
  330,20180107,    5,   18,    0
  330,20180107,    6,   17,    0
  330,20180107,    7,   15,    0
  330,20180107,    8,   13,    0
  330,20180107,    9,   17,   11
  330,20180107,   10,   24,   45
  330,20180107,   11,   30,   76
  330,20180107,   12,   30,   91
  330,20180107,   13,   33,   85
  330,20180107,   14,   33,   68
  330,20180107,   15,   28,   38
  330,20180107,   16,   19,    5
  330,20180107,   17,   15,    0
  330,20180107,   18,    9,    0
  330,20180107,   19,    4,    0
  330,20180107,   20,    1,    0
  330,20180107,   21,   -1,    0
  330,20180107,   22,   -3,    0
  330,20180107,   23,   -6,    0
  330,20180107,   24,   -3,    0
  330,20180108,    1,   -3,    0
  330,20180108,    2,   -2,    0
  330,20180108,    3,    0,    0
  330,20180108,    4,   -1,    0
  330,20180108,    5,   -5,    0
  330,20180108,    6,   -1,    0
  330,20180108,    7,    3,    0
  330,20180108,    8,    5,    0
  330,20180108,    9,    6,   10
  330,20180108,   10,   10,   25
  330,20180108,   11,   23,   62
  330,20180108,   12,   27,   48
  330,20180108,   13,   31,   37
  330,20180108,   14,   35,   20
  330,20180108,   15,   37,   13
  330,20180108,   16,   32,    3
  330,20180108,   17,   27,    0
  330,20180108,   18,   24,    0
  330,20180108,   19,   19,    0
  330,20180108,   20,   15,    0
  330,20180108,   21,   13,    0
  330,20180108,   22,   14,    0
  330,20180108,   23,   12,    0
  330,20180108,   24,   12,    0
  330,20180109,    1,   12,    0
  330,20180109,    2,   11,    0
  330,20180109,    3,   13,    0
  330,20180109,    4,   12,    0
  330,20180109,    5,   12,    0
  330,20180109,    6,    9,    0
  330,20180109,    7,    9,    0
  330,20180109,    8,   12,    0
  330,20180109,    9,   10,    8
  330,20180109,   10,   16,   22
  330,20180109,   11,   33,   53
  330,20180109,   12,   33,   49
  330,20180109,   13,   42,   20
  330,20180109,   14,   47,   15
  330,20180109,   15,   50,   11
  330,20180109,   16,   51,    2
  330,20180109,   17,   54,    0
  330,20180109,   18,   53,    0
  330,20180109,   19,   53,    0
  330,20180109,   20,   54,    0
  330,20180109,   21,   55,    0
  330,20180109,   22,   52,    0
  330,20180109,   23,   53,    0
  330,20180109,   24,   58,    0
  330,20180110,    1,   61,    0
  330,20180110,    2,   67,    0
  330,20180110,    3,   71,    0
  330,20180110,    4,   71,    0
  330,20180110,    5,   71,    0
  330,20180110,    6,   74,    0
  330,20180110,    7,   73,    0
  330,20180110,    8,   74,    0
  330,20180110,    9,   73,    3
  330,20180110,   10,   71,    7
  330,20180110,   11,   71,   17
  330,20180110,   12,   73,   21
  330,20180110,   13,   72,   21
  330,20180110,   14,   73,   12
  330,20180110,   15,   74,   10
  330,20180110,   16,   73,    3
  330,20180110,   17,   73,    0
  330,20180110,   18,   69,    0
  330,20180110,   19,   69,    0
  330,20180110,   20,   68,    0
  330,20180110,   21,   67,    0
  330,20180110,   22,   61,    0
  330,20180110,   23,   56,    0
  330,20180110,   24,   49,    0
  330,20180111,    1,   46,    0
  330,20180111,    2,   24,    0
  330,20180111,    3,   46,    0
  330,20180111,    4,   44,    0
  330,20180111,    5,   38,    0
  330,20180111,    6,   25,    0
  330,20180111,    7,   20,    0
  330,20180111,    8,   14,    0
  330,20180111,    9,   21,    6
  330,20180111,   10,   30,   11
  330,20180111,   11,   54,   19
  330,20180111,   12,   61,   26
  330,20180111,   13,   57,   54
  330,20180111,   14,   51,   21
  330,20180111,   15,   53,   12
  330,20180111,   16,   49,    4
  330,20180111,   17,   49,    0
  330,20180111,   18,   54,    0
  330,20180111,   19,   54,    0
  330,20180111,   20,   55,    0
  330,20180111,   21,   58,    0
  330,20180111,   22,   60,    0
  330,20180111,   23,   60,    0
  330,20180111,   24,   60,    0
  330,20180112,    1,   59,    0
  330,20180112,    2,   61,    0
  330,20180112,    3,   61,    0
  330,20180112,    4,   61,    0
  330,20180112,    5,   61,    0
  330,20180112,    6,   59,    0
  330,20180112,    7,   56,    0
  330,20180112,    8,   56,    0
  330,20180112,    9,   57,    4
  330,20180112,   10,   58,   13
  330,20180112,   11,   60,   24
  330,20180112,   12,   62,   14
  330,20180112,   13,   64,   19
  330,20180112,   14,   66,   21
  330,20180112,   15,   61,   13
  330,20180112,   16,   56,    4
  330,20180112,   17,   55,    0
  330,20180112,   18,   53,    0
  330,20180112,   19,   48,    0
  330,20180112,   20,   46,    0
  330,20180112,   21,   53,    0
  330,20180112,   22,   52,    0
  330,20180112,   23,   54,    0
  330,20180112,   24,   54,    0
  330,20180113,    1,   55,    0
  330,20180113,    2,   56,    0
  330,20180113,    3,   57,    0
  330,20180113,    4,   54,    0
  330,20180113,    5,   50,    0
  330,20180113,    6,   47,    0
  330,20180113,    7,   41,    0
  330,20180113,    8,   34,    0
  330,20180113,    9,   38,    4
  330,20180113,   10,   47,    9
  330,20180113,   11,   50,   17
  330,20180113,   12,   56,   37
  330,20180113,   13,   64,   63
  330,20180113,   14,   65,   41
  330,20180113,   15,   65,   13
  330,20180113,   16,   64,    2
  330,20180113,   17,   60,    0
  330,20180113,   18,   53,    0
  330,20180113,   19,   48,    0
  330,20180113,   20,   39,    0
  330,20180113,   21,   27,    0
  330,20180113,   22,   26,    0
  330,20180113,   23,   25,    0
  330,20180113,   24,   31,    0
  330,20180114,    1,   32,    0
  330,20180114,    2,   36,    0
  330,20180114,    3,   39,    0
  330,20180114,    4,   38,    0
  330,20180114,    5,   38,    0
  330,20180114,    6,   36,    0
  330,20180114,    7,   35,    0
  330,20180114,    8,   29,    1
  330,20180114,    9,   30,   15
  330,20180114,   10,   36,   43
  330,20180114,   11,   49,   70
  330,20180114,   12,   54,   81
  330,20180114,   13,   59,   81
  330,20180114,   14,   58,   61
  330,20180114,   15,   54,   37
  330,20180114,   16,   45,    9
  330,20180114,   17,   37,    0
  330,20180114,   18,   32,    0
  330,20180114,   19,   30,    0
  330,20180114,   20,   32,    0
  330,20180114,   21,   26,    0
  330,20180114,   22,   33,    0
  330,20180114,   23,   36,    0
  330,20180114,   24,   41,    0
  330,20180115,    1,   41,    0
  330,20180115,    2,   38,    0
  330,20180115,    3,   40,    0
  330,20180115,    4,   41,    0
  330,20180115,    5,   43,    0
  330,20180115,    6,   37,    0
  330,20180115,    7,   30,    0
  330,20180115,    8,   39,    0
  330,20180115,    9,   46,    3
  330,20180115,   10,   49,   10
  330,20180115,   11,   53,    6
  330,20180115,   12,   55,    9
  330,20180115,   13,   59,    8
  330,20180115,   14,   61,    6
  330,20180115,   15,   62,    3
  330,20180115,   16,   61,    1
  330,20180115,   17,   68,    0
  330,20180115,   18,   73,    0
  330,20180115,   19,   76,    0
  330,20180115,   20,   75,    0
  330,20180115,   21,   70,    0
  330,20180115,   22,   66,    0
  330,20180115,   23,   68,    0
  330,20180115,   24,   71,    0
  330,20180116,    1,   69,    0
  330,20180116,    2,   71,    0
  330,20180116,    3,   70,    0
  330,20180116,    4,   70,    0
  330,20180116,    5,   65,    0
  330,20180116,    6,   67,    0
  330,20180116,    7,   36,    0
  330,20180116,    8,   42,    0
  330,20180116,    9,   39,    7
  330,20180116,   10,   58,   35
  330,20180116,   11,   52,   42
  330,20180116,   12,   59,   63
  330,20180116,   13,   63,   73
  330,20180116,   14,   62,   58
  330,20180116,   15,   55,   16
  330,20180116,   16,   59,    6
  330,20180116,   17,   58,    0
  330,20180116,   18,   55,    0
  330,20180116,   19,   60,    0
  330,20180116,   20,   62,    0
  330,20180116,   21,   60,    0
  330,20180116,   22,   57,    0
  330,20180116,   23,   55,    0
  330,20180116,   24,   52,    0
  330,20180117,    1,   49,    0
  330,20180117,    2,   47,    0
  330,20180117,    3,   45,    0
  330,20180117,    4,   45,    0
  330,20180117,    5,   44,    0
  330,20180117,    6,   43,    0
  330,20180117,    7,   43,    0
  330,20180117,    8,   48,    0
  330,20180117,    9,   50,    4
  330,20180117,   10,   52,   11
  330,20180117,   11,   58,   50
  330,20180117,   12,   59,   51
  330,20180117,   13,   63,   81
  330,20180117,   14,   63,   58
  330,20180117,   15,   63,   41
  330,20180117,   16,   61,   12
  330,20180117,   17,   63,    0
  330,20180117,   18,   62,    0
  330,20180117,   19,   64,    0
  330,20180117,   20,   60,    0
  330,20180117,   21,   61,    0
  330,20180117,   22,   64,    0
  330,20180117,   23,   65,    0
  330,20180117,   24,   62,    0
  330,20180118,    1,   49,    0
  330,20180118,    2,   38,    0
  330,20180118,    3,   40,    0
  330,20180118,    4,   51,    0
  330,20180118,    5,   81,    0
  330,20180118,    6,   89,    0
  330,20180118,    7,   90,    0
  330,20180118,    8,   76,    0
  330,20180118,    9,   55,    6
  330,20180118,   10,   60,   24
  330,20180118,   11,   51,   42
  330,20180118,   12,   55,   48
  330,20180118,   13,   55,   27
  330,20180118,   14,   60,   57
  330,20180118,   15,   56,   22
  330,20180118,   16,   55,    8
  330,20180118,   17,   55,    0
  330,20180118,   18,   57,    0
  330,20180118,   19,   43,    0
  330,20180118,   20,   43,    0
  330,20180118,   21,   45,    0
  330,20180118,   22,   41,    0
  330,20180118,   23,   48,    0
  330,20180118,   24,   47,    0
  330,20180119,    1,   45,    0
  330,20180119,    2,   45,    0
  330,20180119,    3,   46,    0
  330,20180119,    4,   48,    0
  330,20180119,    5,   46,    0
  330,20180119,    6,   45,    0
  330,20180119,    7,   44,    0
  330,20180119,    8,   45,    1
  330,20180119,    9,   48,   13
  330,20180119,   10,   50,   26
  330,20180119,   11,   59,   66
  330,20180119,   12,   59,   76
  330,20180119,   13,   75,  102
  330,20180119,   14,   57,   76
  330,20180119,   15,   53,   35
  330,20180119,   16,   46,   10
  330,20180119,   17,   48,    0
  330,20180119,   18,   52,    0
  330,20180119,   19,   40,    0
  330,20180119,   20,   49,    0
  330,20180119,   21,   48,    0
  330,20180119,   22,   50,    0
  330,20180119,   23,   52,    0
  330,20180119,   24,   51,    0
  330,20180120,    1,   50,    0
  330,20180120,    2,   47,    0
  330,20180120,    3,   45,    0
  330,20180120,    4,   45,    0
  330,20180120,    5,   45,    0
  330,20180120,    6,   48,    0
  330,20180120,    7,   30,    0
  330,20180120,    8,   25,    1
  330,20180120,    9,   28,   10
  330,20180120,   10,   34,   14
  330,20180120,   11,   39,   11
  330,20180120,   12,   43,   21
  330,20180120,   13,   45,   28
  330,20180120,   14,   47,   32
  330,20180120,   15,   42,   26
  330,20180120,   16,   38,    4
  330,20180120,   17,   33,    0
  330,20180120,   18,   32,    0
  330,20180120,   19,   32,    0
  330,20180120,   20,   32,    0
  330,20180120,   21,   36,    0
  330,20180120,   22,   36,    0
  330,20180120,   23,   36,    0
  330,20180120,   24,   46,    0
  330,20180121,    1,   48,    0
  330,20180121,    2,   47,    0
  330,20180121,    3,   39,    0
  330,20180121,    4,   45,    0
  330,20180121,    5,   44,    0
  330,20180121,    6,   43,    0
  330,20180121,    7,   46,    0
  330,20180121,    8,   42,    2
  330,20180121,    9,   48,   13
  330,20180121,   10,   65,   48
  330,20180121,   11,   64,   66
  330,20180121,   12,   68,   72
  330,20180121,   13,   61,   54
  330,20180121,   14,   56,   27
  330,20180121,   15,   54,   17
  330,20180121,   16,   46,    7
  330,20180121,   17,   43,    0
  330,20180121,   18,   42,    0
  330,20180121,   19,   38,    0
  330,20180121,   20,   30,    0
  330,20180121,   21,   29,    0
  330,20180121,   22,   28,    0
  330,20180121,   23,   28,    0
  330,20180121,   24,   29,    0
  330,20180122,    1,   31,    0
  330,20180122,    2,   38,    0
  330,20180122,    3,   45,    0
  330,20180122,    4,   68,    0
  330,20180122,    5,   65,    0
  330,20180122,    6,   65,    0
  330,20180122,    7,   66,    0
  330,20180122,    8,   68,    1
  330,20180122,    9,   68,    8
  330,20180122,   10,   71,   26
  330,20180122,   11,   70,   29
  330,20180122,   12,   75,   39
  330,20180122,   13,   76,   46
  330,20180122,   14,   76,   51
  330,20180122,   15,   72,   32
  330,20180122,   16,   67,    8
  330,20180122,   17,   64,    1
  330,20180122,   18,   65,    0
  330,20180122,   19,   66,    0
  330,20180122,   20,   66,    0
  330,20180122,   21,   68,    0
  330,20180122,   22,   63,    0
  330,20180122,   23,   62,    0
  330,20180122,   24,   63,    0
  330,20180123,    1,   60,    0
  330,20180123,    2,   68,    0
  330,20180123,    3,   58,    0
  330,20180123,    4,   53,    0
  330,20180123,    5,   52,    0
  330,20180123,    6,   62,    0
  330,20180123,    7,   65,    0
  330,20180123,    8,   72,    1
  330,20180123,    9,   76,   11
  330,20180123,   10,   81,   25
  330,20180123,   11,   96,   79
  330,20180123,   12,   91,   46
  330,20180123,   13,   87,   29
  330,20180123,   14,   82,   15
  330,20180123,   15,   86,    9
  330,20180123,   16,   91,    4
  330,20180123,   17,   89,    0
  330,20180123,   18,   92,    0
  330,20180123,   19,   93,    0
  330,20180123,   20,   93,    0
  330,20180123,   21,   97,    0
  330,20180123,   22,  100,    0
  330,20180123,   23,  101,    0
  330,20180123,   24,   94,    0
  330,20180124,    1,   93,    0
  330,20180124,    2,   96,    0
  330,20180124,    3,  102,    0
  330,20180124,    4,  105,    0
  330,20180124,    5,  111,    0
  330,20180124,    6,  114,    0
  330,20180124,    7,  114,    0
  330,20180124,    8,  115,    1
  330,20180124,    9,  117,    6
  330,20180124,   10,  117,   11
  330,20180124,   11,  126,   15
  330,20180124,   12,  131,   23
  330,20180124,   13,  133,   20
  330,20180124,   14,  133,   29
  330,20180124,   15,  127,   16
  330,20180124,   16,  117,    3
  330,20180124,   17,  122,    0
  330,20180124,   18,  114,    0
  330,20180124,   19,   69,    0
  330,20180124,   20,   69,    0
  330,20180124,   21,   71,    0
  330,20180124,   22,   72,    0
  330,20180124,   23,   72,    0
  330,20180124,   24,   73,    0
  330,20180125,    1,   72,    0
  330,20180125,    2,   73,    0
  330,20180125,    3,   74,    0
  330,20180125,    4,   74,    0
  330,20180125,    5,   73,    0
  330,20180125,    6,   74,    0
  330,20180125,    7,   71,    0
  330,20180125,    8,   72,    1
  330,20180125,    9,   75,   12
  330,20180125,   10,   81,   31
  330,20180125,   11,   88,   62
  330,20180125,   12,   89,   76
  330,20180125,   13,   89,   49
  330,20180125,   14,   87,   45
  330,20180125,   15,   84,   20
  330,20180125,   16,   78,    6
  330,20180125,   17,   73,    0
  330,20180125,   18,   76,    0
  330,20180125,   19,   73,    0
  330,20180125,   20,   72,    0
  330,20180125,   21,   67,    0
  330,20180125,   22,   70,    0
  330,20180125,   23,   66,    0
  330,20180125,   24,   64,    0
  330,20180126,    1,   61,    0
  330,20180126,    2,   53,    0
  330,20180126,    3,   48,    0
  330,20180126,    4,   56,    0
  330,20180126,    5,   47,    0
  330,20180126,    6,   42,    0
  330,20180126,    7,   43,    0
  330,20180126,    8,   42,    1
  330,20180126,    9,   51,   17
  330,20180126,   10,   61,   50
  330,20180126,   11,   74,   78
  330,20180126,   12,   70,   64
  330,20180126,   13,   73,   49
  330,20180126,   14,   66,   29
  330,20180126,   15,   65,   18
  330,20180126,   16,   66,    8
  330,20180126,   17,   64,    0
  330,20180126,   18,   62,    0
  330,20180126,   19,   60,    0
  330,20180126,   20,   47,    0
  330,20180126,   21,   41,    0
  330,20180126,   22,   57,    0
  330,20180126,   23,   50,    0
  330,20180126,   24,   40,    0
  330,20180127,    1,   43,    0
  330,20180127,    2,   44,    0
  330,20180127,    3,   43,    0
  330,20180127,    4,   58,    0
  330,20180127,    5,   58,    0
  330,20180127,    6,   60,    0
  330,20180127,    7,   60,    0
  330,20180127,    8,   60,    1
  330,20180127,    9,   64,   10
  330,20180127,   10,   64,   20
  330,20180127,   11,   69,   51
  330,20180127,   12,   73,  102
  330,20180127,   13,   71,  104
  330,20180127,   14,   55,   56
  330,20180127,   15,   55,   26
  330,20180127,   16,   56,    7
  330,20180127,   17,   53,    0
  330,20180127,   18,   54,    0
  330,20180127,   19,   56,    0
  330,20180127,   20,   56,    0
  330,20180127,   21,   65,    0
  330,20180127,   22,   64,    0
  330,20180127,   23,   68,    0
  330,20180127,   24,   75,    0
  330,20180128,    1,   78,    0
  330,20180128,    2,   83,    0
  330,20180128,    3,   87,    0
  330,20180128,    4,   89,    0
  330,20180128,    5,   92,    0
  330,20180128,    6,   89,    0
  330,20180128,    7,   87,    0
  330,20180128,    8,   87,    2
  330,20180128,    9,   88,   14
  330,20180128,   10,   95,   79
  330,20180128,   11,   93,   65
  330,20180128,   12,   99,   69
  330,20180128,   13,   97,   75
  330,20180128,   14,   96,   66
  330,20180128,   15,   91,   39
  330,20180128,   16,   90,   25
  330,20180128,   17,   85,    2
  330,20180128,   18,   88,    0
  330,20180128,   19,   88,    0
  330,20180128,   20,   87,    0
  330,20180128,   21,   91,    0
  330,20180128,   22,   91,    0
  330,20180128,   23,   98,    0
  330,20180128,   24,   95,    0
  330,20180129,    1,   94,    0
  330,20180129,    2,   94,    0
  330,20180129,    3,   89,    0
  330,20180129,    4,   89,    0
  330,20180129,    5,   88,    0
  330,20180129,    6,   91,    0
  330,20180129,    7,   91,    0
  330,20180129,    8,   91,    1
  330,20180129,    9,   93,   12
  330,20180129,   10,   98,   39
  330,20180129,   11,   98,   52
  330,20180129,   12,   99,   61
  330,20180129,   13,   98,   66
  330,20180129,   14,   95,   38
  330,20180129,   15,   90,    6
  330,20180129,   16,   87,    5
  330,20180129,   17,   77,    0
  330,20180129,   18,   66,    0
  330,20180129,   19,   67,    0
  330,20180129,   20,   68,    0
  330,20180129,   21,   64,    0
  330,20180129,   22,   65,    0
  330,20180129,   23,   61,    0
  330,20180129,   24,   61,    0
  330,20180130,    1,   57,    0
  330,20180130,    2,   54,    0
  330,20180130,    3,   56,    0
  330,20180130,    4,   51,    0
  330,20180130,    5,   47,    0
  330,20180130,    6,   46,    0
  330,20180130,    7,   36,    0
  330,20180130,    8,   44,    4
  330,20180130,    9,   57,   28
  330,20180130,   10,   66,   66
  330,20180130,   11,   67,   62
  330,20180130,   12,   72,   83
  330,20180130,   13,   74,   86
  330,20180130,   14,   71,   65
  330,20180130,   15,   71,   51
  330,20180130,   16,   59,   27
  330,20180130,   17,   47,    2
  330,20180130,   18,   42,    0
  330,20180130,   19,   36,    0
  330,20180130,   20,   43,    0
  330,20180130,   21,   45,    0
  330,20180130,   22,   55,    0
  330,20180130,   23,   56,    0
  330,20180130,   24,   63,    0
  330,20180131,    1,   70,    0
  330,20180131,    2,   80,    0
  330,20180131,    3,   88,    0
  330,20180131,    4,   87,    0
  330,20180131,    5,   85,    0
  330,20180131,    6,   86,    0
  330,20180131,    7,   84,    0
  330,20180131,    8,   83,    1
  330,20180131,    9,   79,    3
  330,20180131,   10,   76,    7
  330,20180131,   11,   76,   12
  330,20180131,   12,   78,   23
  330,20180131,   13,   81,   27
  330,20180131,   14,   57,   20
  330,20180131,   15,   61,   20
  330,20180131,   16,   60,   14
  330,20180131,   17,   62,    1
  330,20180131,   18,   48,    0
  330,20180131,   19,   52,    0
  330,20180131,   20,   54,    0
  330,20180131,   21,   53,    0
  330,20180131,   22,   54,    0
  330,20180131,   23,   56,    0
  330,20180131,   24,   56,    0
  330,20180201,    1,   55,    0
  330,20180201,    2,   52,    0
  330,20180201,    3,   47,    0
  330,20180201,    4,   47,    0
  330,20180201,    5,   48,    0
  330,20180201,    6,   53,    0
  330,20180201,    7,   39,    0
  330,20180201,    8,   33,    1
  330,20180201,    9,   33,    3
  330,20180201,   10,   46,   19
  330,20180201,   11,   48,   43
  330,20180201,   12,   57,  116
  330,20180201,   13,   61,  112
  330,20180201,   14,   52,   75
  330,20180201,   15,   55,   54
  330,20180201,   16,   47,   10
  330,20180201,   17,   54,    2
  330,20180201,   18,   42,    0
  330,20180201,   19,   48,    0
  330,20180201,   20,   50,    0
  330,20180201,   21,   50,    0
  330,20180201,   22,   41,    0
  330,20180201,   23,   40,    0
  330,20180201,   24,   57,    0
  330,20180202,    1,   59,    0
  330,20180202,    2,   58,    0
  330,20180202,    3,   56,    0
  330,20180202,    4,   50,    0
  330,20180202,    5,   59,    0
  330,20180202,    6,   58,    0
  330,20180202,    7,   54,    0
  330,20180202,    8,   49,    1
  330,20180202,    9,   39,    2
  330,20180202,   10,   52,   12
  330,20180202,   11,   45,   48
  330,20180202,   12,   61,   84
  330,20180202,   13,   62,   94
  330,20180202,   14,   60,  102
  330,20180202,   15,   59,   58
  330,20180202,   16,   55,   10
  330,20180202,   17,   49,    1
  330,20180202,   18,   49,    0
  330,20180202,   19,   45,    0
  330,20180202,   20,   39,    0
  330,20180202,   21,   34,    0
  330,20180202,   22,   23,    0
  330,20180202,   23,   15,    0
  330,20180202,   24,   13,    0
  330,20180203,    1,   30,    0
  330,20180203,    2,   29,    0
  330,20180203,    3,    8,    0
  330,20180203,    4,   18,    0
  330,20180203,    5,   30,    0
  330,20180203,    6,   20,    0
  330,20180203,    7,   29,    0
  330,20180203,    8,   37,    2
  330,20180203,    9,   40,    6
  330,20180203,   10,   41,   22
  330,20180203,   11,   23,    7
  330,20180203,   12,   21,    6
  330,20180203,   13,   30,   20
  330,20180203,   14,   31,   22
  330,20180203,   15,   30,    6
  330,20180203,   16,   28,    1
  330,20180203,   17,   26,    0
  330,20180203,   18,   18,    0
  330,20180203,   19,   17,    0
  330,20180203,   20,   27,    0
  330,20180203,   21,   19,    0
  330,20180203,   22,   15,    0
  330,20180203,   23,   14,    0
  330,20180203,   24,   11,    0
  330,20180204,    1,    6,    0
  330,20180204,    2,    3,    0
  330,20180204,    3,    6,    0
  330,20180204,    4,    8,    0
  330,20180204,    5,   12,    0
  330,20180204,    6,   14,    0
  330,20180204,    7,   16,    0
  330,20180204,    8,   19,    3
  330,20180204,    9,   32,   18
  330,20180204,   10,   42,   47
  330,20180204,   11,   30,   60
  330,20180204,   12,   47,  111
  330,20180204,   13,   48,  123
  330,20180204,   14,   43,   98
  330,20180204,   15,   38,   44
  330,20180204,   16,   34,   11
  330,20180204,   17,   28,    3
  330,20180204,   18,   28,    0
  330,20180204,   19,   29,    0
  330,20180204,   20,   26,    0
  330,20180204,   21,   23,    0
  330,20180204,   22,   23,    0
  330,20180204,   23,   16,    0
  330,20180204,   24,   23,    0
  330,20180205,    1,   23,    0
  330,20180205,    2,   22,    0
  330,20180205,    3,   20,    0
  330,20180205,    4,   22,    0
  330,20180205,    5,   21,    0
  330,20180205,    6,   21,    0
  330,20180205,    7,   20,    0
  330,20180205,    8,   13,    3
  330,20180205,    9,   22,   30
  330,20180205,   10,   25,   52
  330,20180205,   11,   36,   68
  330,20180205,   12,   30,   64
  330,20180205,   13,   36,   79
  330,20180205,   14,   39,   58
  330,20180205,   15,   32,   21
  330,20180205,   16,   28,   18
  330,20180205,   17,   18,    2
  330,20180205,   18,   12,    0
  330,20180205,   19,    5,    0
  330,20180205,   20,    0,    0
  330,20180205,   21,   -3,    0
  330,20180205,   22,   -8,    0
