
# SOURCE: ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE (KNMI)
# 
# STN         LON(east)   LAT(north)  ALT(m)      NAME
# 330         4.122       51.992      11.90       Hoek van Holland
# T         : Temperature (in 0.1 degrees Celsius) at 1.50 m at the time of observation
# Q         : Global radiation (in J/cm2) during the hourly division
  STN,YYYYMMDD,H,T,Q
  330,20200321,    5,   26,    0
  330,20200321,    6,   19,    1
  330,20200321,    7,   23,   32
  330,20200321,    8,   35,   89
  330,20200321,    9,   48,  147
  330,20200321,   10,   63,  195
  330,20200321,   11,   79,  227
  330,20200321,   12,   91,  241
  330,20200321,   13,   97,  236
  330,20200321,   14,   99,  208
  330,20200321,   15,  100,  173
  330,20200321,   16,   88,  113
  330,20200321,   17,   82,   65
  330,20200321,   18,   71,   12
  330,20200321,   19,   63,    0
  330,20200321,   20,   56,    0
  330,20200321,   21,   51,    0
  330,20200321,   22,   45,    0
  330,20200321,   23,   39,    0
  330,20200321,   24,   34,    0
  330,20200322,    1,   28,    0
  330,20200322,    2,   22,    0
  330,20200322,    3,   16,    0
  330,20200322,    4,   13,    0
  330,20200322,    5,   12,    0
  330,20200322,    6,    9,    1
  330,20200322,    7,   19,   33
  330,20200322,    8,   34,   90
  330,20200322,    9,   47,  149
  330,20200322,   10,   65,  197
  330,20200322,   11,   75,  230
  330,20200322,   12,   87,  245
  330,20200322,   13,   95,  241
  330,20200322,   14,  100,  219
  330,20200322,   15,  100,  181
  330,20200322,   16,   96,  130
  330,20200322,   17,   87,   70
  330,20200322,   18,   76,   14
  330,20200322,   19,   67,    0
  330,20200322,   20,   59,    0
  330,20200322,   21,   52,    0
  330,20200322,   22,   46,    0
  330,20200322,   23,   39,    0
  330,20200322,   24,   32,    0
  330,20200323,    1,   29,    0
  330,20200323,    2,   28,    0
  330,20200323,    3,   21,    0
  330,20200323,    4,   16,    0
  330,20200323,    5,   15,    0
  330,20200323,    6,   12,    2
  330,20200323,    7,   23,   32
  330,20200323,    8,   40,   90
  330,20200323,    9,   57,  147
  330,20200323,   10,   73,  195
  330,20200323,   11,   82,  228
  330,20200323,   12,   92,  245
  330,20200323,   13,  102,  241
  330,20200323,   14,  106,  219
  330,20200323,   15,  107,  181
  330,20200323,   16,  103,  130
  330,20200323,   17,   94,   70
  330,20200323,   18,   81,   15
  330,20200323,   19,   75,    0
  330,20200323,   20,   70,    0
  330,20200323,   21,   67,    0
  330,20200323,   22,   64,    0
  330,20200323,   23,   57,    0
  330,20200323,   24,   49,    0
  330,20200324,    1,   40,    0
  330,20200324,    2,   42,    0
  330,20200324,    3,   33,    0
  330,20200324,    4,   20,    0
  330,20200324,    5,    9,    0
  330,20200324,    6,   12,    2
  330,20200324,    7,   33,   35
  330,20200324,    8,   57,   92
  330,20200324,    9,   79,  149
  330,20200324,   10,   97,  198
  330,20200324,   11,  106,  230
  330,20200324,   12,  119,  243
  330,20200324,   13,  125,  239
  330,20200324,   14,  128,  217
  330,20200324,   15,  125,  178
  330,20200324,   16,  121,  127
  330,20200324,   17,  109,   71
  330,20200324,   18,   90,   17
  330,20200324,   19,   81,    0
  330,20200324,   20,   69,    0
  330,20200324,   21,   68,    0
  330,20200324,   22,   68,    0
  330,20200324,   23,   65,    0
  330,20200324,   24,   59,    0
  330,20200325,    1,   50,    0
  330,20200325,    2,   47,    0
  330,20200325,    3,   29,    0
  330,20200325,    4,   18,    0
  330,20200325,    5,   16,    0
  330,20200325,    6,   12,    3
  330,20200325,    7,   36,   39
  330,20200325,    8,   61,   96
  330,20200325,    9,   77,  153
  330,20200325,   10,   88,  200
  330,20200325,   11,  101,  235
  330,20200325,   12,  110,  248
  330,20200325,   13,  110,  244
  330,20200325,   14,  116,  224
  330,20200325,   15,  129,  186
  330,20200325,   16,  122,  132
  330,20200325,   17,  118,   71
  330,20200325,   18,  102,   16
  330,20200325,   19,   80,    0
  330,20200325,   20,   69,    0
  330,20200325,   21,   73,    0
  330,20200325,   22,   66,    0
  330,20200325,   23,   62,    0
  330,20200325,   24,   51,    0
  330,20200326,    1,   47,    0
  330,20200326,    2,   43,    0
  330,20200326,    3,   39,    0
  330,20200326,    4,   34,    0
  330,20200326,    5,   25,    0
  330,20200326,    6,   28,    3
  330,20200326,    7,   42,   38
  330,20200326,    8,   62,   94
  330,20200326,    9,   83,  149
  330,20200326,   10,   95,  196
  330,20200326,   11,  106,  230
  330,20200326,   12,  111,  245
  330,20200326,   13,  118,  237
  330,20200326,   14,  115,  216
  330,20200326,   15,  116,  179
  330,20200326,   16,  112,  128
  330,20200326,   17,  105,   69
  330,20200326,   18,   94,   16
  330,20200326,   19,   83,    0
  330,20200326,   20,   71,    0
  330,20200326,   21,   67,    0
  330,20200326,   22,   69,    0
  330,20200326,   23,   64,    0
  330,20200326,   24,   57,    0
  330,20200327,    1,   56,    0
  330,20200327,    2,   53,    0
  330,20200327,    3,   45,    0
  330,20200327,    4,   34,    0
  330,20200327,    5,   42,    0
  330,20200327,    6,   46,    3
  330,20200327,    7,   61,   36
  330,20200327,    8,   82,   89
  330,20200327,    9,   92,  143
  330,20200327,   10,   98,  187
  330,20200327,   11,  124,  217
  330,20200327,   12,  117,  231
  330,20200327,   13,  139,  227
  330,20200327,   14,  120,  204
  330,20200327,   15,  105,  167
  330,20200327,   16,  102,  117
  330,20200327,   17,   95,   62
  330,20200327,   18,   86,   16
  330,20200327,   19,   83,    0
  330,20200327,   20,   77,    0
  330,20200327,   21,   72,    0
  330,20200327,   22,   68,    0
  330,20200327,   23,   64,    0
  330,20200327,   24,   63,    0
  330,20200328,    1,   61,    0
  330,20200328,    2,   59,    0
  330,20200328,    3,   53,    0
  330,20200328,    4,   52,    0
  330,20200328,    5,   47,    0
  330,20200328,    6,   51,    3
  330,20200328,    7,   66,   35
  330,20200328,    8,   87,   87
  330,20200328,    9,  107,  142
  330,20200328,   10,  100,  187
  330,20200328,   11,  104,  218
  330,20200328,   12,  101,  238
  330,20200328,   13,   99,  240
  330,20200328,   14,   97,  220
  330,20200328,   15,   91,  184
  330,20200328,   16,   84,  134
  330,20200328,   17,   76,   74
  330,20200328,   18,   68,   17
  330,20200328,   19,   67,    0
  330,20200328,   20,   69,    0
  330,20200328,   21,   60,    0
  330,20200328,   22,   57,    0
  330,20200328,   23,   52,    0
  330,20200328,   24,   59,    0
  330,20200329,    1,   57,    0
  330,20200329,    2,   58,    0
  330,20200329,    3,   60,    0
  330,20200329,    4,   44,    0
  330,20200329,    5,   51,    0
  330,20200329,    6,   57,    6
  330,20200329,    7,   62,   23
  330,20200329,    8,   68,   98
  330,20200329,    9,   69,   90
  330,20200329,   10,   64,  149
  330,20200329,   11,   69,  176
  330,20200329,   12,   75,  243
  330,20200329,   13,   70,  253
  330,20200329,   14,   64,  232
  330,20200329,   15,   63,  189
  330,20200329,   16,   56,  134
  330,20200329,   17,   44,   71
  330,20200329,   18,   38,   16
  330,20200329,   19,   36,    0
  330,20200329,   20,   33,    0
  330,20200329,   21,   29,    0
  330,20200329,   22,   22,    0
  330,20200329,   23,   15,    0
  330,20200329,   24,   11,    0
  330,20200330,    1,   10,    0
  330,20200330,    2,  -10,    0
  330,20200330,    3,    2,    0
  330,20200330,    4,    4,    0
  330,20200330,    5,   14,    0
  330,20200330,    6,   17,    7
  330,20200330,    7,   54,   39
  330,20200330,    8,   63,   78
  330,20200330,    9,   61,   68
  330,20200330,   10,   80,  131
  330,20200330,   11,   74,  143
  330,20200330,   12,   95,  213
  330,20200330,   13,   86,  248
  330,20200330,   14,   94,  210
  330,20200330,   15,   92,  187
  330,20200330,   16,   78,  106
  330,20200330,   17,   63,   62
  330,20200330,   18,   63,   11
  330,20200330,   19,   60,    0
  330,20200330,   20,   62,    0
  330,20200330,   21,   57,    0
  330,20200330,   22,   48,    0
  330,20200330,   23,   41,    0
  330,20200330,   24,   38,    0
  330,20200331,    1,   32,    0
  330,20200331,    2,   29,    0
  330,20200331,    3,   31,    0
  330,20200331,    4,   27,    0
  330,20200331,    5,   20,    0
  330,20200331,    6,   24,    7
  330,20200331,    7,   38,   50
  330,20200331,    8,   50,  109
  330,20200331,    9,   66,  166
  330,20200331,   10,   79,  213
  330,20200331,   11,   82,  245
  330,20200331,   12,   89,  260
  330,20200331,   13,   93,  257
  330,20200331,   14,   84,  234
  330,20200331,   15,   80,  195
  330,20200331,   16,   72,  143
  330,20200331,   17,   64,   83
  330,20200331,   18,   55,   23
  330,20200331,   19,   50,    1
  330,20200331,   20,   49,    0
  330,20200331,   21,   43,    0
  330,20200331,   22,   30,    0
  330,20200331,   23,   25,    0
  330,20200331,   24,   18,    0
  330,20200401,    1,   13,    0
  330,20200401,    2,    3,    0
  330,20200401,    3,    9,    0
  330,20200401,    4,  -12,    0
  330,20200401,    5,  -15,    0
  330,20200401,    6,   -4,    8
  330,20200401,    7,   50,   48
  330,20200401,    8,   61,   82
  330,20200401,    9,   68,  107
  330,20200401,   10,   76,  178
  330,20200401,   11,   84,  244
  330,20200401,   12,   89,  259
  330,20200401,   13,   88,  255
  330,20200401,   14,   84,  236
  330,20200401,   15,   87,  203
  330,20200401,   16,   74,  121
  330,20200401,   17,   61,   47
  330,20200401,   18,   60,   10
  330,20200401,   19,   59,    0
  330,20200401,   20,   61,    0
  330,20200401,   21,   61,    0
  330,20200401,   22,   60,    0
  330,20200401,   23,   61,    0
  330,20200401,   24,   46,    0
  330,20200402,    1,   56,    0
  330,20200402,    2,   59,    0
  330,20200402,    3,   63,    0
  330,20200402,    4,   65,    0
  330,20200402,    5,   64,    0
  330,20200402,    6,   60,    4
  330,20200402,    7,   83,   48
  330,20200402,    8,   91,  106
  330,20200402,    9,  102,  157
  330,20200402,   10,  104,  209
  330,20200402,   11,  106,  208
  330,20200402,   12,   97,  135
  330,20200402,   13,   92,   96
  330,20200402,   14,   97,  101
  330,20200402,   15,   97,  127
  330,20200402,   16,   86,   62
  330,20200402,   17,   83,   16
  330,20200402,   18,   83,    4
  330,20200402,   19,   84,    0
  330,20200402,   20,   88,    0
  330,20200402,   21,   91,    0
  330,20200402,   22,   87,    0
  330,20200402,   23,   86,    0
  330,20200402,   24,   76,    0
  330,20200403,    1,   83,    0
  330,20200403,    2,   81,    0
  330,20200403,    3,   79,    0
  330,20200403,    4,   78,    0
  330,20200403,    5,   76,    0
  330,20200403,    6,   76,    4
  330,20200403,    7,   76,   26
  330,20200403,    8,   85,   74
  330,20200403,    9,   85,  135
  330,20200403,   10,   94,  148
  330,20200403,   11,   98,  199
  330,20200403,   12,   98,  254
  330,20200403,   13,   95,  258
  330,20200403,   14,  101,  235
  330,20200403,   15,   98,  197
  330,20200403,   16,   97,  145
  330,20200403,   17,   91,   85
  330,20200403,   18,   73,   14
  330,20200403,   19,   73,    1
  330,20200403,   20,   70,    0
  330,20200403,   21,   66,    0
  330,20200403,   22,   58,    0
  330,20200403,   23,   50,    0
  330,20200403,   24,   46,    0
  330,20200404,    1,   40,    0
  330,20200404,    2,   49,    0
  330,20200404,    3,   45,    0
  330,20200404,    4,   50,    0
  330,20200404,    5,   52,    0
  330,20200404,    6,   59,    9
  330,20200404,    7,   83,   53
  330,20200404,    8,  107,  113
  330,20200404,    9,  123,  168
  330,20200404,   10,  135,  213
  330,20200404,   11,  147,  242
  330,20200404,   12,  148,  257
  330,20200404,   13,  154,  256
  330,20200404,   14,  158,  233
  330,20200404,   15,  158,  195
  330,20200404,   16,  152,  144
  330,20200404,   17,  130,   84
  330,20200404,   18,  109,   23
  330,20200404,   19,  106,    1
  330,20200404,   20,   99,    0
  330,20200404,   21,   95,    0
  330,20200404,   22,   87,    0
  330,20200404,   23,   76,    0
  330,20200404,   24,   71,    0
  330,20200405,    1,   61,    0
  330,20200405,    2,   59,    0
  330,20200405,    3,   56,    0
  330,20200405,    4,   56,    0
  330,20200405,    5,   54,    0
  330,20200405,    6,   62,   11
  330,20200405,    7,   92,   57
  330,20200405,    8,  129,  116
  330,20200405,    9,  148,  171
  330,20200405,   10,  167,  219
  330,20200405,   11,  192,  249
  330,20200405,   12,  210,  263
  330,20200405,   13,  214,  259
  330,20200405,   14,  223,  238
  330,20200405,   15,  221,  200
  330,20200405,   16,  215,  149
  330,20200405,   17,  206,   89
  330,20200405,   18,  189,   30
  330,20200405,   19,  170,    1
  330,20200405,   20,  164,    0
  330,20200405,   21,  158,    0
  330,20200405,   22,  146,    0
  330,20200405,   23,  151,    0
  330,20200405,   24,  143,    0
  330,20200406,    1,  133,    0
  330,20200406,    2,  125,    0
  330,20200406,    3,  120,    0
  330,20200406,    4,  115,    0
  330,20200406,    5,  110,    0
  330,20200406,    6,  120,   12
  330,20200406,    7,  141,   59
  330,20200406,    8,  165,  118
  330,20200406,    9,  175,  171
  330,20200406,   10,  195,  215
  330,20200406,   11,  206,  242
  330,20200406,   12,  198,  237
  330,20200406,   13,  171,  156
  330,20200406,   14,  156,  139
  330,20200406,   15,  136,   54
  330,20200406,   16,  114,   15
  330,20200406,   17,  123,   17
  330,20200406,   18,  124,   27
  330,20200406,   19,  112,    3
  330,20200406,   20,  105,    0
  330,20200406,   21,   95,    0
  330,20200406,   22,   81,    0
  330,20200406,   23,   81,    0
  330,20200406,   24,   79,    0
  330,20200407,    1,   76,    0
  330,20200407,    2,   72,    0
  330,20200407,    3,   54,    0
  330,20200407,    4,   48,    0
  330,20200407,    5,   47,    0
  330,20200407,    6,   64,   12
  330,20200407,    7,  101,   65
  330,20200407,    8,  131,  118
  330,20200407,    9,  155,  173
  330,20200407,   10,  171,  214
  330,20200407,   11,  187,  246
  330,20200407,   12,  192,  270
  330,20200407,   13,  192,  258
  330,20200407,   14,  193,  237
  330,20200407,   15,  191,  191
  330,20200407,   16,  189,  138
  330,20200407,   17,  184,   87
  330,20200407,   18,  174,   31
  330,20200407,   19,  152,    2
  330,20200407,   20,  142,    0
  330,20200407,   21,  126,    0
  330,20200407,   22,  124,    0
  330,20200407,   23,  123,    0
  330,20200407,   24,  117,    0
  330,20200408,    1,  114,    0
  330,20200408,    2,  110,    0
  330,20200408,    3,  111,    0
  330,20200408,    4,  116,    0
  330,20200408,    5,  106,    0
  330,20200408,    6,  109,    9
  330,20200408,    7,  138,   55
  330,20200408,    8,  163,  111
  330,20200408,    9,  189,  163
  330,20200408,   10,  164,  203
  330,20200408,   11,  170,  228
  330,20200408,   12,  175,  247
  330,20200408,   13,  166,  244
  330,20200408,   14,  150,  226
  330,20200408,   15,  144,  180
  330,20200408,   16,  131,  140
  330,20200408,   17,  126,   82
  330,20200408,   18,  111,   28
  330,20200408,   19,  101,    2
  330,20200408,   20,   99,    0
  330,20200408,   21,   96,    0
  330,20200408,   22,   95,    0
  330,20200408,   23,   81,    0
  330,20200408,   24,   89,    0
  330,20200409,    1,   87,    0
  330,20200409,    2,   82,    0
  330,20200409,    3,   79,    0
  330,20200409,    4,   78,    0
  330,20200409,    5,   64,    0
  330,20200409,    6,   86,    9
  330,20200409,    7,  118,   26
  330,20200409,    8,  140,   45
  330,20200409,    9,  159,   86
  330,20200409,   10,  189,  181
  330,20200409,   11,  145,  254
  330,20200409,   12,  146,  258
  330,20200409,   13,  152,  253
  330,20200409,   14,  154,  232
  330,20200409,   15,  147,  195
  330,20200409,   16,  143,  147
  330,20200409,   17,  119,   90
  330,20200409,   18,  107,   30
  330,20200409,   19,   98,    2
  330,20200409,   20,   93,    0
  330,20200409,   21,   91,    0
  330,20200409,   22,   89,    0
  330,20200409,   23,   98,    0
  330,20200409,   24,   93,    0
  330,20200410,    1,   87,    0
  330,20200410,    2,   80,    0
  330,20200410,    3,   72,    0
  330,20200410,    4,   67,    0
  330,20200410,    5,   64,    0
  330,20200410,    6,   72,   18
  330,20200410,    7,   91,   64
  330,20200410,    8,  114,  123
  330,20200410,    9,  142,  179
  330,20200410,   10,  166,  221
  330,20200410,   11,  143,  253
  330,20200410,   12,  173,  267
  330,20200410,   13,  160,  262
  330,20200410,   14,  166,  243
  330,20200410,   15,  171,  193
  330,20200410,   16,  155,  152
  330,20200410,   17,  158,   88
  330,20200410,   18,  162,   36
  330,20200410,   19,  146,    2
  330,20200410,   20,  134,    0
  330,20200410,   21,  124,    0
  330,20200410,   22,  116,    0
  330,20200410,   23,  107,    0
  330,20200410,   24,  103,    0
  330,20200411,    1,   96,    0
  330,20200411,    2,   94,    0
  330,20200411,    3,   81,    0
  330,20200411,    4,   78,    0
  330,20200411,    5,   73,    0
  330,20200411,    6,   85,   15
  330,20200411,    7,  115,   65
  330,20200411,    8,  139,  127
  330,20200411,    9,  155,  181
  330,20200411,   10,  176,  228
  330,20200411,   11,  190,  257
  330,20200411,   12,  167,  271
  330,20200411,   13,  162,  266
  330,20200411,   14,  142,  243
  330,20200411,   15,  150,  201
  330,20200411,   16,  142,  156
  330,20200411,   17,  137,   93
  330,20200411,   18,  115,   33
  330,20200411,   19,   95,    2
  330,20200411,   20,   89,    0
  330,20200411,   21,   80,    0
  330,20200411,   22,   65,    0
  330,20200411,   23,   73,    0
  330,20200411,   24,   72,    0
  330,20200412,    1,   75,    0
  330,20200412,    2,   67,    0
  330,20200412,    3,   88,    0
  330,20200412,    4,   95,    0
  330,20200412,    5,  103,    0
  330,20200412,    6,  116,   17
  330,20200412,    7,  148,   63
  330,20200412,    8,  171,  113
  330,20200412,    9,  172,  130
  330,20200412,   10,  176,  161
  330,20200412,   11,  194,  197
  330,20200412,   12,  204,  209
  330,20200412,   13,  201,  140
  330,20200412,   14,  193,  104
  330,20200412,   15,  176,  126
  330,20200412,   16,  163,  130
  330,20200412,   17,  155,   87
  330,20200412,   18,  126,   28
  330,20200412,   19,  116,    2
  330,20200412,   20,   95,    0
  330,20200412,   21,  101,    0
  330,20200412,   22,   96,    0
  330,20200412,   23,   98,    0
  330,20200412,   24,   92,    0
  330,20200413,    1,   91,    0
  330,20200413,    2,   86,    0
  330,20200413,    3,   86,    0
  330,20200413,    4,   81,    0
  330,20200413,    5,   78,    0
  330,20200413,    6,   72,    3
  330,20200413,    7,   71,   20
  330,20200413,    8,   76,   79
  330,20200413,    9,   98,  194
  330,20200413,   10,   96,  191
  330,20200413,   11,   93,  267
  330,20200413,   12,   96,  283
  330,20200413,   13,  100,  276
  330,20200413,   14,  100,  254
  330,20200413,   15,   91,  215
  330,20200413,   16,   84,  164
  330,20200413,   17,   77,  104
  330,20200413,   18,   66,   27
  330,20200413,   19,   66,    2
  330,20200413,   20,   65,    0
  330,20200413,   21,   59,    0
  330,20200413,   22,   63,    0
  330,20200413,   23,   64,    0
  330,20200413,   24,   60,    0
  330,20200414,    1,   61,    0
  330,20200414,    2,   59,    0
  330,20200414,    3,   55,    0
  330,20200414,    4,   60,    0
  330,20200414,    5,   56,    0
  330,20200414,    6,   58,   11
  330,20200414,    7,   63,   28
  330,20200414,    8,   72,   79
  330,20200414,    9,   75,   77
  330,20200414,   10,   76,  144
  330,20200414,   11,   85,  191
  330,20200414,   12,   99,  297
  330,20200414,   13,   99,  278
  330,20200414,   14,   94,  229
  330,20200414,   15,   92,  218
  330,20200414,   16,   84,  163
  330,20200414,   17,   80,  104
  330,20200414,   18,   69,   34
  330,20200414,   19,   54,    3
  330,20200414,   20,   50,    0
  330,20200414,   21,   52,    0
  330,20200414,   22,   46,    0
  330,20200414,   23,   42,    0
  330,20200414,   24,   31,    0
  330,20200415,    1,   19,    0
  330,20200415,    2,   12,    0
  330,20200415,    3,   22,    0
  330,20200415,    4,   14,    0
  330,20200415,    5,   22,    0
  330,20200415,    6,   53,   24
  330,20200415,    7,   86,   75
  330,20200415,    8,  100,  134
  330,20200415,    9,  115,  187
  330,20200415,   10,  113,  230
  330,20200415,   11,  115,  260
  330,20200415,   12,  118,  272
  330,20200415,   13,  120,  263
  330,20200415,   14,  119,  228
  330,20200415,   15,  112,  160
  330,20200415,   16,  104,  135
  330,20200415,   17,  103,   84
  330,20200415,   18,   92,   38
  330,20200415,   19,   80,    6
  330,20200415,   20,   76,    0
  330,20200415,   21,   73,    0
  330,20200415,   22,   77,    0
  330,20200415,   23,   82,    0
  330,20200415,   24,   76,    0
  330,20200416,    1,   79,    0
  330,20200416,    2,   72,    0
  330,20200416,    3,   62,    0
  330,20200416,    4,   58,    0
  330,20200416,    5,   67,    1
  330,20200416,    6,   80,   20
  330,20200416,    7,  103,   55
  330,20200416,    8,  136,  136
  330,20200416,    9,  157,  189
  330,20200416,   10,  183,  233
  330,20200416,   11,  198,  260
  330,20200416,   12,  180,  272
  330,20200416,   13,  172,  263
  330,20200416,   14,  177,  237
  330,20200416,   15,  156,  172
  330,20200416,   16,  149,  140
  330,20200416,   17,  132,   67
  330,20200416,   18,  131,   33
  330,20200416,   19,  115,    6
  330,20200416,   20,  138,    0
  330,20200416,   21,  125,    0
  330,20200416,   22,  119,    0
  330,20200416,   23,  111,    0
  330,20200416,   24,  107,    0
  330,20200417,    1,   98,    0
  330,20200417,    2,   91,    0
  330,20200417,    3,   83,    0
  330,20200417,    4,   76,    0
  330,20200417,    5,   77,    1
  330,20200417,    6,   76,   15
  330,20200417,    7,   90,   59
  330,20200417,    8,  106,  131
  330,20200417,    9,  118,  186
  330,20200417,   10,  139,  229
  330,20200417,   11,  155,  257
  330,20200417,   12,  169,  270
  330,20200417,   13,  171,  265
  330,20200417,   14,  160,  243
  330,20200417,   15,  156,  192
  330,20200417,   16,  138,  154
  330,20200417,   17,  155,   98
  330,20200417,   18,  142,   45
  330,20200417,   19,  116,    4
  330,20200417,   20,   97,    0
  330,20200417,   21,  101,    0
  330,20200417,   22,   90,    0
  330,20200417,   23,   83,    0
  330,20200417,   24,   81,    0
  330,20200418,    1,   80,    0
  330,20200418,    2,   80,    0
  330,20200418,    3,   78,    0
  330,20200418,    4,   72,    0
  330,20200418,    5,   82,    1
  330,20200418,    6,   91,   21
  330,20200418,    7,  102,   51
  330,20200418,    8,  110,   41
  330,20200418,    9,  124,   68
  330,20200418,   10,  113,  135
  330,20200418,   11,  106,   46
  330,20200418,   12,  106,   49
  330,20200418,   13,   99,   24
  330,20200418,   14,  100,   34
  330,20200418,   15,   99,   37
  330,20200418,   16,  102,   26
  330,20200418,   17,  101,   14
  330,20200418,   18,   96,    5
  330,20200418,   19,   97,    0
  330,20200418,   20,   97,    0
  330,20200418,   21,   99,    0
  330,20200418,   22,   97,    0
  330,20200418,   23,   98,    0
  330,20200418,   24,   95,    0
  330,20200419,    1,   94,    0
  330,20200419,    2,   94,    0
  330,20200419,    3,   93,    0
  330,20200419,    4,   88,    0
  330,20200419,    5,   77,    2
  330,20200419,    6,   90,   28
  330,20200419,    7,  103,   82
  330,20200419,    8,  118,  143
  330,20200419,    9,  133,  198
  330,20200419,   10,  144,  245
  330,20200419,   11,  160,  275
  330,20200419,   12,  171,  286
  330,20200419,   13,  184,  280
  330,20200419,   14,  186,  258
  330,20200419,   15,  186,  220
  330,20200419,   16,  182,  171
  330,20200419,   17,  172,  112
  330,20200419,   18,  160,   55
  330,20200419,   19,  148,   10
  330,20200419,   20,  133,    0
  330,20200419,   21,  125,    0
  330,20200419,   22,  117,    0
  330,20200419,   23,  111,    0
  330,20200419,   24,  101,    0
  330,20200420,    1,   92,    0
  330,20200420,    2,   85,    0
  330,20200420,    3,   83,    0
  330,20200420,    4,   76,    0
  330,20200420,    5,   70,    2
  330,20200420,    6,   82,   33
  330,20200420,    7,   95,   88
  330,20200420,    8,  114,  147
  330,20200420,    9,  137,  203
  330,20200420,   10,  155,  248
  330,20200420,   11,  175,  278
  330,20200420,   12,  179,  291
  330,20200420,   13,  185,  286
  330,20200420,   14,  188,  262
  330,20200420,   15,  187,  224
  330,20200420,   16,  187,  171
  330,20200420,   17,  178,  111
  330,20200420,   18,  168,   48
  330,20200420,   19,  157,   10
  330,20200420,   20,  147,    0
  330,20200420,   21,  140,    0
  330,20200420,   22,  132,    0
  330,20200420,   23,  126,    0
  330,20200420,   24,  120,    0
  330,20200421,    1,  112,    0
  330,20200421,    2,  105,    0
  330,20200421,    3,  101,    0
  330,20200421,    4,   94,    0
  330,20200421,    5,   93,    2
  330,20200421,    6,  102,   35
  330,20200421,    7,  112,   92
  330,20200421,    8,  133,  153
  330,20200421,    9,  145,  208
  330,20200421,   10,  158,  252
  330,20200421,   11,  176,  280
  330,20200421,   12,  195,  291
  330,20200421,   13,  195,  285
  330,20200421,   14,  196,  261
  330,20200421,   15,  200,  221
  330,20200421,   16,  192,  171
  330,20200421,   17,  185,  112
  330,20200421,   18,  179,   55
  330,20200421,   19,  165,   10
  330,20200421,   20,  160,    0
  330,20200421,   21,  151,    0
  330,20200421,   22,  140,    0
  330,20200421,   23,  133,    0
  330,20200421,   24,  125,    0
  330,20200422,    1,  120,    0
  330,20200422,    2,  112,    0
  330,20200422,    3,  104,    0
  330,20200422,    4,   97,    0
  330,20200422,    5,   99,    2
  330,20200422,    6,  114,   36
  330,20200422,    7,  131,   92
  330,20200422,    8,  144,  153
  330,20200422,    9,  162,  208
  330,20200422,   10,  182,  253
  330,20200422,   11,  195,  282
  330,20200422,   12,  208,  296
  330,20200422,   13,  212,  290
  330,20200422,   14,  224,  267
  330,20200422,   15,  222,  226
  330,20200422,   16,  216,  174
  330,20200422,   17,  212,  115
  330,20200422,   18,  200,   60
  330,20200422,   19,  180,   10
  330,20200422,   20,  170,    0
  330,20200422,   21,  157,    0
  330,20200422,   22,  149,    0
  330,20200422,   23,  141,    0
  330,20200422,   24,  136,    0
  330,20200423,    1,  123,    0
  330,20200423,    2,  115,    0
  330,20200423,    3,  109,    0
  330,20200423,    4,   98,    0
  330,20200423,    5,   97,    3
  330,20200423,    6,  116,   37
  330,20200423,    7,  136,   93
  330,20200423,    8,  159,  153
  330,20200423,    9,  177,  207
  330,20200423,   10,  197,  249
  330,20200423,   11,  187,  276
  330,20200423,   12,  181,  287
  330,20200423,   13,  178,  283
  330,20200423,   14,  195,  258
  330,20200423,   15,  157,  217
  330,20200423,   16,  149,  165
  330,20200423,   17,  136,   92
  330,20200423,   18,  119,   40
  330,20200423,   19,  106,    8
  330,20200423,   20,  100,    0
  330,20200423,   21,   94,    0
  330,20200423,   22,   94,    0
  330,20200423,   23,   93,    0
  330,20200423,   24,   88,    0
  330,20200424,    1,   98,    0
  330,20200424,    2,   95,    0
  330,20200424,    3,   93,    0
  330,20200424,    4,   93,    0
  330,20200424,    5,   96,    3
  330,20200424,    6,  102,   33
  330,20200424,    7,  116,   91
  330,20200424,    8,  125,  149
  330,20200424,    9,  129,  206
  330,20200424,   10,  129,  256
  330,20200424,   11,  134,  284
  330,20200424,   12,  132,  283
  330,20200424,   13,  131,  290
  330,20200424,   14,  132,  216
  330,20200424,   15,  125,  222
  330,20200424,   16,  107,  147
  330,20200424,   17,  106,  116
  330,20200424,   18,   82,   60
  330,20200424,   19,   78,   10
  330,20200424,   20,   76,    0
  330,20200424,   21,   75,    0
  330,20200424,   22,   81,    0
  330,20200424,   23,   78,    0
  330,20200424,   24,   84,    0
  330,20200425,    1,   83,    0
  330,20200425,    2,   84,    0
  330,20200425,    3,   85,    0
  330,20200425,    4,   85,    0
  330,20200425,    5,   82,    2
  330,20200425,    6,   84,   19
  330,20200425,    7,   91,   34
  330,20200425,    8,   96,   54
  330,20200425,    9,  100,   61
  330,20200425,   10,  109,   89
  330,20200425,   11,  108,  104
  330,20200425,   12,  111,  165
  330,20200425,   13,  120,  268
  330,20200425,   14,  118,  270
  330,20200425,   15,  115,  231
  330,20200425,   16,  112,  180
  330,20200425,   17,  100,  121
  330,20200425,   18,   91,   60
  330,20200425,   19,   79,   11
  330,20200425,   20,   74,    0
  330,20200425,   21,   69,    0
  330,20200425,   22,   65,    0
  330,20200425,   23,   57,    0
  330,20200425,   24,   52,    0
  330,20200426,    1,   48,    0
  330,20200426,    2,   35,    0
  330,20200426,    3,   25,    0
